displayName,Position,BaseSalary,SigningBonus,RosterBonus,OptionBonus,WorkoutBonus,RestructuringBonus,Misc.,DeadCap,CapHit,CapPercentage,Team,TeamBaseSalary,TeamSigningBonus,TeamCapHit,TeamPercentageOfCapUsed
Jason Spriggs,T,"$904,936 ","$459,871 ",-,-,-,-,-,"($919,744)","$1,364,807 ",0.75,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Josh Jackson,CB,"$480,000 ","$657,473 ",-,-,-,-,-,"($3,874,260)","$1,137,473 ",0.63,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Josh Jones,S,"$657,428 ","$304,711 ",-,-,-,-,-,"($914,135)","$962,139 ",0.53,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kyler Fackrell,OLB,"$648,000 ","$173,512 ",-,-,"$15,000 ",-,-,"($362,024)","$836,512 ",0.46,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Montravius Adams,DE,"$581,000 ","$186,194 ",-,-,"$15,000 ",-,-,"($573,582)","$782,194 ",0.43,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Dean Lowry,DE,"$630,000 ","$95,848 ",-,-,-,-,-,"($191,697)","$725,848 ",0.4,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Blake Martinez,ILB,"$630,000 ","$95,848 ",-,-,-,-,-,"($191,697)","$725,848 ",0.4,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Jamaal Williams,RB,"$555,000 ","$141,498 ",-,-,-,-,-,"($424,494)","$696,498 ",0.38,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
DeShone Kizer,QB,"$689,928 ",-,-,-,-,-,-,"($689,928)","$689,928 ",0.38,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Oren Burks,ILB,"$480,000 ","$205,189 ",-,-,-,-,-,"($820,756)","$685,189 ",0.38,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kentrell Brice,SS,"$630,000 ",$668 ,-,-,-,-,-,($668),"$630,668 ",0.35,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Antonio Morrison,ILB,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Bashaud Breeland,CB,"$650,588 ","$90,000 ",-,-,-,-,-,-,"$608,823 ",0.34,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
J'Mon Moore,WR,"$480,000 ","$113,089 ",-,-,-,-,-,"($452,359)","$593,089 ",0.33,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Justin McCray,G,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Lucas Patrick,G,"$555,000 ",-,-,-,-,-,-,-,"$555,000 ",0.31,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
JK Scott,P,"$480,000 ","$54,388 ",-,-,-,-,-,"($217,553)","$534,388 ",0.3,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Marquez Valdes-Scantling,WR,"$480,000 ","$54,388 ",-,-,-,-,-,"($217,553)","$534,388 ",0.3,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Equanimeous St. Brown,WR,"$480,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$509,602 ",0.28,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Hunter Bradley,LS,"$480,000 ","$19,335 ",-,-,-,-,-,"($77,342)","$499,335 ",0.28,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Tim Boyle,QB,"$480,000 ","$2,000 ",-,-,-,-,-,"($6,000)","$482,000 ",0.27,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
James Crawford,LB,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Reggie Gilbert,DE,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Robert Tonyan Jr.,WR,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Alex Light,G,"$451,760 ","$1,000 ",-,-,-,-,-,"($3,000)","$452,760 ",0.25,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Jake Kumerow,WR,"$397,399 ",-,-,-,-,-,-,-,"$397,399 ",0.22,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Tony Brown,CB,"$395,294 ",-,-,-,-,-,-,-,"$395,294 ",0.22,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Tyler Lancaster,DT,"$367,059 ",-,-,-,-,-,-,-,"$367,059 ",0.2,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Eddie Pleasant,FS,"$232,353 ",-,-,-,-,-,-,-,"$185,295 ",0.1,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Dan Vitale,FB,"$185,295 ",-,-,-,-,-,-,-,"$185,295 ",0.1,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
James Looney,DT,"$169,410 ",-,-,-,-,-,-,-,"$169,410 ",0.09,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Adam Pankey,T,"$130,588 ",-,-,-,-,-,-,-,"$130,588 ",0.07,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Fadol Brown,DE,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kendall Donnerson,OLB,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Natrell Jamerson,S,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Nico Siragusa,G,"$84,705 ",-,-,-,-,-,-,-,"$84,705 ",0.05,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kapri Bibbs,RB,"$82,941 ",-,-,-,-,-,-,-,"$82,941 ",0.05,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Lavon Coleman,RB,"$56,470 ",-,-,-,-,-,-,-,"$56,470 ",0.03,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Allen Lazard,WR,"$56,470 ",-,-,-,-,-,-,-,"$56,470 ",0.03,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Nick Perry,OLB,"$1,900,000 ","$3,700,000 ","$4,637,500 ",-,"$400,000 ",-,-,"($21,400,000)","$10,637,500 ",5.87,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Knee),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Mike Daniels,DE,"$6,600,000 ","$2,400,000 ","$312,500 ",-,"$400,000 ",-,-,"($11,800,000)","$9,712,500 ",5.36,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Foot),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Muhammad Wilkerson,DE,"$1,600,000 ","$1,500,000 ","$1,112,500 ",-,"$300,000 ",-,-,"($4,400,000)","$4,512,500 ",2.49,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Ankle),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kenny Clark,DT,"$1,301,059 ","$1,252,117 ",-,-,-,-,-,"($3,805,295)","$2,553,176 ",1.41,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Elbow),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Jake Ryan,ILB,"$1,907,000 ","$114,169 ",-,-,-,-,-,"($114,169)","$2,021,169 ",1.12,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Knee-acl),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Byron Bell,G,"$850,000 ","$500,000 ","$150,000 ",-,"$50,000 ",-,"$150,000 ","($1,400,000)","$1,700,000 ",0.94,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Knee),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Kevin King,CB,"$786,858 ","$822,433 ",-,-,-,-,-,"($3,854,159)","$1,609,291 ",0.89,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Hamstring),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Davon House,CB,"$915,000 ","$90,000 ",-,-,-,-,-,"($1,005,000)","$720,000 ",0.4,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Shoulder),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Trevor Davis,WR,"$630,000 ","$56,794 ",-,-,-,-,-,"($113,588)","$686,794 ",0.38,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Hamstring),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Geronimo Allison,WR,"$630,000 ",-,-,-,-,-,-,-,"$630,000 ",0.35,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Groin),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Aaron Jones,RB,"$474,822 ","$44,547 ",-,-,-,-,-,"($151,453)","$519,369 ",0.29,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Knee),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Raven Greene,S,"$452,471 ","$1,166 ",-,-,-,-,-,"($3,500)","$453,637 ",0.25,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Ankle),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Ibraheim Campbell,SS,"$331,765 ",-,-,-,-,-,-,-,"$331,764 ",0.18,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Undisclosed),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Tra Carson,RB,"$226,583 ",-,-,-,-,-,-,-,"$226,583 ",0.13,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Ribs),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
Will Redmond,CB,"$212,117 ",-,-,-,-,-,-,-,"$212,117 ",0.12,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
(Shoulder),,,,,,,,,,,,Green Bay Packers,"$55,475,444 ","$38,437,321 ","$124,176,442 ",68.55
J.J. Watt,DE,"$11,000,000 ","$2,000,000 ",-,-,-,"$2,000,000 ",-,"($17,000,000)","$15,000,000 ",8.01,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
DeAndre Hopkins,WR,"$12,500,000 ","$1,500,000 ",-,-,-,-,-,"($18,500,000)","$14,000,000 ",7.48,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jadeveon Clowney,OLB,"$12,306,000 ",-,-,-,-,-,"$1,005,000 ","($12,306,000)","$13,311,000 ",7.11,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Kareem Jackson,SS,"$6,500,000 ","$2,250,000 ","$250,000 ",-,-,-,-,"($8,750,000)","$9,000,000 ",4.81,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Benardrick McKinney,ILB,"$1,163,880 ","$1,286,841 ","$5,250,000 ",-,-,-,-,"($16,700,721)","$7,700,721 ",4.11,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Aaron Colvin,CB,"$2,500,000 ","$1,000,000 ","$4,156,250 ",-,-,-,-,"($18,000,000)","$7,656,250 ",4.09,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Tyrann Mathieu,FS,"$2,000,000 ","$4,500,000 ","$500,000 ",-,-,-,-,"($6,500,000)","$7,000,000 ",3.74,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Zach Fulton,G,"$1,500,000 ",-,"$5,406,250 ",-,-,-,-,"($13,000,000)","$6,906,250 ",3.69,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Lamar Miller,RB,"$5,000,000 ","$1,000,000 ","$703,125 ",-,-,-,-,"($7,000,000)","$6,703,125 ",3.58,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Whitney Mercilus,OLB,"$4,750,000 ","$1,050,000 ","$500,000 ",-,-,-,-,"($6,850,000)","$6,300,000 ",3.37,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Johnathan Joseph,CB,"$2,400,000 ",-,"$3,087,500 ",-,-,-,-,"($5,400,000)","$5,487,500 ",2.93,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Senio Kelemete,G,"$1,250,000 ","$750,000 ","$2,000,000 ",-,-,-,-,"($3,500,000)","$4,000,000 ",2.14,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Greg Mancz,C,"$1,907,000 ",-,"$2,000,000 ",-,-,-,-,"($5,407,000)","$3,907,000 ",2.09,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Andre Hal,FS,"$3,250,000 ",-,"$250,000 ",-,-,-,-,"($3,250,000)","$3,500,000 ",1.87,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Deshaun Watson,QB,"$1,094,740 ","$2,053,960 ",-,-,-,-,-,"($5,173,440)","$3,148,700 ",1.68,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Johnson Bademosi,CB,"$1,250,000 ","$500,000 ","$1,250,000 ",-,-,-,-,"($3,250,000)","$3,000,000 ",1.6,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Ryan Griffin,TE,"$2,250,000 ",-,"$437,500 ",-,-,-,-,"($2,250,000)","$2,687,500 ",1.44,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Nick Martin,C,"$884,088 ","$418,177 ",-,-,-,-,-,"($836,354)","$1,302,265 ",0.7,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Angelo Blackson,DE,"$850,000 ","$150,000 ","$240,000 ",-,-,-,-,"($1,000,000)","$1,240,000 ",0.66,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Zach Cunningham,ILB,"$668,261 ","$348,044 ",-,-,-,-,-,"($1,712,395)","$1,016,305 ",0.54,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jon Weeks,LS,"$915,000 ","$50,000 ",-,-,-,-,-,"($1,015,000)","$965,000 ",0.52,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Brandon Dunn,DE,"$790,000 ",-,-,-,-,-,-,"($790,000)","$790,000 ",0.42,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
D'Onta Foreman,RB,"$588,500 ","$189,871 ",-,-,-,-,-,"($569,613)","$778,371 ",0.42,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Justin Reid,S,"$480,000 ","$259,914 ",-,-,-,-,-,"($1,039,656)","$739,914 ",0.4,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Christian Covington,DE,"$705,000 ","$22,622 ",-,-,-,-,-,"($22,622)","$727,622 ",0.39,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Alfred Blue,RB,"$790,000 ","$90,000 ",-,-,-,-,-,"($880,000)","$720,000 ",0.38,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Brandon Weeden,QB,"$790,000 ","$90,000 ",-,-,-,-,-,"($880,000)","$720,000 ",0.38,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Martinas Rankin,C,"$480,000 ","$225,317 ",-,-,-,-,-,"($901,268)","$705,317 ",0.38,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Kendall Lamm,RT,"$705,000 ",-,-,-,-,-,-,-,"$705,000 ",0.38,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Julie'n Davenport,LT,"$555,000 ","$146,605 ",-,-,-,-,-,"($439,815)","$701,605 ",0.37,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
D.J. Reader,DT,"$630,000 ","$53,845 ",-,-,-,-,-,"($107,690)","$683,845 ",0.37,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jordan Akins,TE,"$480,000 ","$190,380 ",-,-,-,-,-,"($761,520)","$670,380 ",0.36,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Keke Coutee,WR,"$480,000 ","$182,256 ",-,-,-,-,-,"($729,026)","$662,256 ",0.35,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Carlos Watkins,DT,"$555,000 ","$104,912 ",-,-,-,-,-,"($314,736)","$659,912 ",0.35,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Joel Heath,DE,"$630,000 ","$3,668 ",-,-,-,-,-,"($3,668)","$633,668 ",0.34,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Joe Webb,QB,"$915,000 ",-,-,-,-,-,-,"($915,000)","$630,000 ",0.34,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Shareece Wright,CB,"$861,176 ",-,-,-,-,-,-,-,"$592,941 ",0.32,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Ka'imi Fairbairn,K,"$555,000 ","$2,500 ",-,-,-,-,-,"($2,500)","$557,500 ",0.3,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Duke Ejiofor,OLB,"$480,000 ","$46,314 ",-,-,-,-,-,"($185,257)","$526,314 ",0.28,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Peter Kalambayi,DE,"$480,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$509,602 ",0.27,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jordan Thomas,TE,"$480,000 ","$29,602 ",-,-,-,-,-,"($118,408)","$509,602 ",0.27,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Vyncint Smith,WR,"$480,000 ","$3,333 ",-,-,-,-,-,"($35,000)","$483,333 ",0.26,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Trevor Daniel,P,"$480,000 ",$666 ,-,-,-,-,-,"($2,000)","$480,666 ",0.26,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Buddy Howell,RB,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
A.J. Moore,S,"$480,000 ",-,-,-,-,-,-,-,"$480,000 ",0.26,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Dylan Cole,ILB,"$461,294 ","$4,000 ",-,-,-,-,-,"($8,000)","$465,294 ",0.25,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Michael Tyson,CB,"$391,765 ",-,-,-,-,-,-,-,"$391,764 ",0.21,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Deante Burton,WR,"$254,115 ",-,-,-,-,-,-,-,"$254,115 ",0.14,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Deandre Carter,WR,"$225,880 ",-,-,-,-,-,-,-,"$225,880 ",0.12,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Roderick Johnson,T,"$112,940 ",-,-,-,-,-,-,-,"$112,940 ",0.06,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Josh Keyes,ILB,"$41,471 ",-,-,-,-,-,-,-,"$41,470 ",0.02,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Tyrell Adams,OLB,"$37,059 ",-,-,-,-,-,-,-,"$37,059 ",0.02,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Steven Mitchell,WR,"$28,235 ",-,-,-,-,-,-,-,"$28,235 ",0.02,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Demaryius Thomas,WR,"$4,500,000 ",-,-,-,-,-,-,"($4,500,000)","$4,500,000 ",2.4,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Knee-acl),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Kevin Johnson,CB,"$1,805,375 ","$1,392,166 ",-,-,-,-,-,"($3,197,541)","$3,197,541 ",1.71,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Concussion),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Will Fuller,WR,"$1,374,028 ","$1,398,057 ",-,-,-,-,-,"($5,701,142)","$2,772,085 ",1.48,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Knee-acl),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Seantrel Henderson,RT,"$1,700,000 ","$500,000 ","$393,750 ",-,-,-,-,"($2,200,000)","$2,593,750 ",1.39,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Ankle),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Kayvon Webster,CB,"$790,000 ","$210,000 ","$78,125 ",-,-,-,-,"($1,000,000)","$1,078,125 ",0.58,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Quad),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Brian Peters,ILB,"$705,000 ","$35,000 ",-,-,"$160,000 ",-,-,"($295,000)","$900,000 ",0.48,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Ankle),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Brennan Scarlett,OLB,"$630,000 ","$1,668 ",-,-,-,-,-,"($1,668)","$631,668 ",0.34,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Ankle),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jermaine Kelly,CB,"$363,000 ","$25,194 ",-,-,-,-,-,"($100,776)","$388,194 ",0.21,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Undisclosed),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Jester Weah,WR,"$129,200 ",-,-,-,-,-,-,-,"$129,200 ",0.07,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
(Undisclosed),,,,,,,,,,,,Houston Texans,"$91,841,404 ","$20,532,429 ","$140,536,221 ",75.09
Andrew Luck,QB,"$12,000,000 ","$6,400,000 ","$6,000,000 ",-,-,-,-,"($37,200,000)","$24,400,000 ",12.57,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
T.Y. Hilton,WR,"$11,000,000 ","$2,000,000 ",-,-,-,-,-,"($15,000,000)","$13,000,000 ",6.7,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Anthony Castonzo,LT,"$6,000,000 ","$2,800,000 ","$2,000,000 ",-,-,-,-,"($13,600,000)","$10,800,000 ",5.57,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Jabaal Sheard,DE,"$7,000,000 ",-,"$500,000 ",-,-,-,-,"($7,000,000)","$7,500,000 ",3.87,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Denico Autry,DT,"$3,000,000 ",-,"$3,875,000 ",-,-,-,-,"($6,500,000)","$6,875,000 ",3.54,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Eric Ebron,TE,"$1,250,000 ",-,"$5,250,000 ",-,-,-,"$250,000 ","($6,500,000)","$6,750,000 ",3.48,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Ryan Grant,WR,"$1,000,000 ",-,"$4,000,000 ",-,-,-,-,"($5,000,000)","$5,000,000 ",2.58,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Quenton Nelson,G,"$480,000 ","$3,863,437 ",-,-,-,-,-,"($23,888,910)","$4,343,437 ",2.24,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Adam Vinatieri,K,"$2,625,000 ",-,"$1,000,000 ",-,-,-,-,"($3,625,000)","$3,625,000 ",1.87,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Malik Hooker,FS,"$1,037,723 ","$1,825,892 ",-,-,-,-,-,"($10,309,016)","$2,863,615 ",1.48,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Ryan Kelly,C,"$1,400,089 ","$1,450,178 ",-,-,-,-,-,"($6,175,582)","$2,850,267 ",1.47,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Margus Hunt,DE,"$1,500,000 ",-,"$468,750 ",-,-,-,"$500,000 ","($1,500,000)","$2,468,750 ",1.27,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Pierre Desir,CB,"$1,000,000 ",-,"$750,000 ",-,-,-,-,"($1,000,000)","$1,750,000 ",0.9,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
Darius Leonard,OLB,"$480,000 ","$837,782 ",-,-,-,-,-,"($4,160,577)","$1,317,782 ",0.68,Indianapolis Colts,"$69,723,752 ","$22,528,907 ","$116,290,378 ",59.93
